Pos_x,Dir_x,Team_x,P,W_x,D_x,L_x,GF_x,GA_x,DIFF_x,Points_x,Season,TEAM_x,HOMECODE,AWAYCODE_x,TC_x,AWAYCODE_y,TIMEr_x,HTR_x,FTR_x,HT_home_goals_x,HT_away_goals_x,FT_home_goals_x,FT_away_goals_x,Sum_Goals_x,HT_Results_1_0_2_x,FT_Results_1_0_2_x,Under_Over_1.5_x,Under_Over_2.5_x,Under_Over_3.5_x,Pos_y,Dir_y,Team_y,W_y,D_y,L_y,GF_y,GA_y,DIFF_y,Points_y,TEAM_y,HOMECODE_x,AWAYCODE,TC_y,HOMECODE_y,TIMEr_y,HTR_y,FTR_y,HT_home_goals_y,HT_away_goals_y,FT_home_goals_y,FT_away_goals_y,Sum_Goals_y,HT_Results_1_0_2_y,FT_Results_1_0_2_y,Under_Over_1.5_y,Under_Over_2.5_y,Under_Over_3.5_y
2,-1,VFL Amsterdam,30,17,6,7,50,27,23,57,Season 58796,AMSTERDAM,2,2,AMSTERDAM ROME,5,21:07,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0,5,1,VFL Rome,17,4,9,49,32,17,55,ROME,5,5,AMSTERDAM ROME,2,21:07,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0
4,-1,VFL Madrid,30,16,7,7,56,37,19,55,Season 58796,MADRID,1,1,MADRID EDINBURGH,15,21:07,2:1,4:1,2,  1,4,  1,5.0,1,1,1,1,1,13,0,VFL Edinburgh,8,5,17,39,53,-14,29,EDINBURGH,15,15,MADRID EDINBURGH,1,21:07,2:1,4:1,2,  1,4,  1,5.0,1,1,1,1,1
6,0,VFL Berlin,30,15,8,7,48,29,19,53,Season 58796,BERLIN,3,3,BERLIN COPENHAGEN,12,21:07,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0,14,0,VFL Copenhagen,6,10,14,18,40,-22,28,COPENHAGEN,12,12,BERLIN COPENHAGEN,3,21:07,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0
7,-1,VFL Athens,30,12,5,13,36,39,-3,41,Season 58796,ATHENS,10,10,ATHENS STOCKHOLM,11,21:07,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,10,0,VFL Stockholm,9,9,12,42,53,-11,36,STOCKHOLM,11,11,ATHENS STOCKHOLM,10,21:07,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
8,1,VFL Ankara,30,11,7,12,34,39,-5,40,Season 58796,ANKARA,14,14,ANKARA PARIS,8,21:07,1:2,1:2,1,  2,1,  2,3.0,2,2,1,1,0,15,0,VFL Paris,7,6,17,26,49,-23,27,PARIS,8,8,ANKARA PARIS,14,21:07,1:2,1:2,1,  2,1,  2,3.0,2,2,1,1,0
11,0,VFL Vienna,30,8,9,13,29,38,-9,33,Season 58796,VIENNA,13,13,VIENNA LONDON,4,21:07,1:1,1:2,1,  1,1,  2,3.0,0,2,1,1,0,1,0,VFL London,19,2,9,65,39,26,59,LONDON,4,4,VIENNA LONDON,13,21:07,1:1,1:2,1,  1,1,  2,3.0,0,2,1,1,0
12,0,VFL Brussels,30,6,13,11,31,38,-7,31,Season 58796,BRUSSELS,9,9,BRUSSELS OSLO,6,21:07,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,3,-1,VFL Oslo,16,7,7,51,31,20,55,OSLO,6,6,BRUSSELS OSLO,9,21:07,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
16,0,VFL Bern,30,5,10,15,27,58,-31,25,Season 58796,BERN,16,16,BERN LISBON,7,21:07,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0,9,1,VFL Lisbon,11,6,13,41,40,1,39,LISBON,7,7,BERN LISBON,16,21:07,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0
1,0,VFL Berlin,1,1,0,0,3,0,3,3,Season 58795,BERLIN,3,3,BERLIN COPENHAGEN,12,16:33,3:0,3:0,3,  0,3,  0,3.0,1,1,1,1,0,16,0,VFL Copenhagen,0,0,1,0,3,-3,0,COPENHAGEN,12,12,BERLIN COPENHAGEN,3,16:33,3:0,3:0,3,  0,3,  0,3.0,1,1,1,1,0
3,0,VFL Brussels,1,1,0,0,3,1,2,3,Season 58795,BRUSSELS,9,9,BRUSSELS ATHENS,10,16:33,3:1,3:1,3,  1,3,  1,4.0,1,1,1,1,1,13,0,VFL Athens,0,0,1,1,3,-2,0,ATHENS,10,10,BRUSSELS ATHENS,9,16:33,3:1,3:1,3,  1,3,  1,4.0,1,1,1,1,1
4,0,VFL Amsterdam,1,1,0,0,2,0,2,3,Season 58795,AMSTERDAM,2,2,AMSTERDAM MADRID,1,16:33,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,14,0,VFL Madrid,0,0,1,0,2,-2,0,MADRID,1,1,AMSTERDAM MADRID,2,16:33,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
4,0,VFL Paris,1,1,0,0,2,0,2,3,Season 58795,PARIS,8,8,PARIS EDINBURGH,15,16:33,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0,14,0,VFL Edinburgh,0,0,1,0,2,-2,0,EDINBURGH,15,15,PARIS EDINBURGH,8,16:33,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0
6,0,VFL Ankara,1,1,0,0,1,0,1,3,Season 58795,ANKARA,14,14,ANKARA ROME,5,16:33,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,10,0,VFL Rome,0,0,1,0,1,-1,0,ROME,5,5,ANKARA ROME,14,16:33,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
6,0,VFL Vienna,1,1,0,0,1,0,1,3,Season 58795,VIENNA,13,13,VIENNA LISBON,7,16:33,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,10,0,VFL Lisbon,0,0,1,0,1,-1,0,LISBON,7,7,VIENNA LISBON,13,16:33,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
8,0,VFL Bern,1,0,1,0,1,1,0,1,Season 58795,BERN,16,16,BERN STOCKHOLM,11,16:33,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,8,0,VFL Stockholm,0,1,0,1,1,0,1,STOCKHOLM,11,11,BERN STOCKHOLM,16,16:33,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
12,0,VFL London,1,0,0,1,2,4,-2,0,Season 58795,LONDON,4,4,LONDON OSLO,6,16:33,1:3,2:4,1,  3,2,  4,6.0,2,2,1,1,1,2,0,VFL Oslo,1,0,0,4,2,2,3,OSLO,6,6,LONDON OSLO,4,16:33,1:3,2:4,1,  3,2,  4,6.0,2,2,1,1,1
1,-1,VFL Oslo,2,2,0,0,7,2,5,6,Season 58795,OSLO,6,6,OSLO BRUSSELS,9,16:38,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0,9,1,VFL Brussels,1,0,1,3,4,-1,3,BRUSSELS,9,9,OSLO BRUSSELS,6,16:38,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0
4,-1,VFL Stockholm,2,1,1,0,4,2,2,4,Season 58795,STOCKHOLM,11,11,STOCKHOLM VIENNA,13,16:38,1:1,3:1,1,  1,3,  1,4.0,0,1,1,1,1,11,1,VFL Vienna,1,0,1,2,3,-1,3,VIENNA,13,13,STOCKHOLM VIENNA,11,16:38,1:1,3:1,1,  1,3,  1,4.0,0,1,1,1,1
5,-1,VFL Lisbon,2,1,0,1,2,1,1,3,Season 58795,LISBON,7,7,LISBON AMSTERDAM,2,16:38,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,6,1,VFL Amsterdam,1,0,1,2,2,0,3,AMSTERDAM,2,2,LISBON AMSTERDAM,7,16:38,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
6,-1,VFL Edinburgh,2,1,0,1,2,2,0,3,Season 58795,EDINBURGH,15,15,EDINBURGH ANKARA,14,16:38,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,12,1,VFL Ankara,1,0,1,1,2,-1,3,ANKARA,14,14,EDINBURGH ANKARA,15,16:38,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
6,-1,VFL Rome,2,1,0,1,2,2,0,3,Season 58795,ROME,5,5,ROME BERN,16,16:38,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0,13,1,VFL Bern,0,1,1,2,3,-1,1,BERN,16,16,ROME BERN,5,16:38,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0
14,1,VFL Athens,2,0,1,1,4,6,-2,1,Season 58795,ATHENS,10,10,ATHENS PARIS,8,16:38,2:2,3:3,2,  2,3,  3,6.0,0,0,1,1,1,3,-1,VFL Paris,1,1,0,5,3,2,4,PARIS,8,8,ATHENS PARIS,10,16:38,2:2,3:3,2,  2,3,  3,6.0,0,0,1,1,1
15,1,VFL Madrid,2,0,0,2,1,4,-3,0,Season 58795,MADRID,1,1,MADRID BERLIN,3,16:38,0:2,1:2,0,  2,1,  2,3.0,2,2,1,1,0,2,1,VFL Berlin,2,0,0,5,1,4,6,BERLIN,3,3,MADRID BERLIN,1,16:38,0:2,1:2,0,  2,1,  2,3.0,2,2,1,1,0
16,0,VFL Copenhagen,2,0,0,2,0,4,-4,0,Season 58795,COPENHAGEN,12,12,COPENHAGEN LONDON,4,16:38,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,9,-1,VFL London,1,0,1,3,4,-1,3,LONDON,4,4,COPENHAGEN LONDON,12,16:38,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
3,1,VFL Berlin,3,2,0,1,6,4,2,6,Season 58795,BERLIN,3,3,BERLIN LISBON,7,16:42,0:2,1:3,0,  2,1,  3,4.0,2,2,1,1,1,2,-1,VFL Lisbon,2,0,1,5,2,3,6,LISBON,7,7,BERLIN LISBON,3,16:42,0:2,1:3,0,  2,1,  3,4.0,2,2,1,1,1
5,1,VFL Paris,3,1,1,1,6,5,1,4,Season 58795,PARIS,8,8,PARIS OSLO,6,16:42,1:0,1:2,1,  0,1,  2,3.0,1,2,1,1,0,1,0,VFL Oslo,3,0,0,9,3,6,9,OSLO,6,6,PARIS OSLO,8,16:42,1:0,1:2,1,  0,1,  2,3.0,1,2,1,1,0
6,0,VFL Amsterdam,3,1,1,1,3,3,0,4,Season 58795,AMSTERDAM,2,2,AMSTERDAM VIENNA,13,16:42,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,9,-1,VFL Vienna,1,1,1,3,4,-1,4,VIENNA,13,13,AMSTERDAM VIENNA,2,16:42,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
6,-1,VFL Bern,3,1,1,1,3,3,0,4,Season 58795,BERN,16,16,BERN EDINBURGH,15,16:42,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,12,1,VFL Edinburgh,1,0,2,2,3,-1,3,EDINBURGH,15,15,BERN EDINBURGH,16,16:42,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
6,0,VFL Rome,3,1,1,1,3,3,0,4,Season 58795,ROME,5,5,ROME STOCKHOLM,11,16:42,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0,4,0,VFL Stockholm,1,2,0,5,3,2,5,STOCKHOLM,11,11,ROME STOCKHOLM,5,16:42,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0
9,0,VFL Brussels,3,1,1,1,3,4,-1,4,Season 58795,BRUSSELS,9,9,BRUSSELS COPENHAGEN,12,16:42,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,16,0,VFL Copenhagen,0,1,2,0,4,-4,1,COPENHAGEN,12,12,BRUSSELS COPENHAGEN,9,16:42,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
11,-1,VFL Ankara,3,1,1,1,1,2,-1,4,Season 58795,ANKARA,14,14,ANKARA ATHENS,10,16:42,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,15,1,VFL Athens,0,2,1,4,6,-2,2,ATHENS,10,10,ANKARA ATHENS,14,16:42,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
13,1,VFL London,3,1,0,2,3,5,-2,3,Season 58795,LONDON,4,4,LONDON MADRID,1,16:42,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,14,-1,VFL Madrid,1,0,2,2,4,-2,3,MADRID,1,1,LONDON MADRID,4,16:42,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
1,0,VFL Oslo,4,3,1,0,10,4,6,10,Season 58795,OSLO,6,6,OSLO ANKARA,14,16:47,1:1,1:1,1,  1,1,  1,2.0,0,0,1,0,0,9,-1,VFL Ankara,1,2,1,2,3,-1,5,ANKARA,14,14,OSLO ANKARA,6,16:47,1:1,1:1,1,  1,1,  1,2.0,0,0,1,0,0
3,1,VFL Lisbon,4,2,1,1,5,2,3,7,Season 58795,LISBON,7,7,LISBON LONDON,4,16:47,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,14,1,VFL London,1,1,2,3,5,-2,4,LONDON,4,4,LISBON LONDON,7,16:47,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
4,0,VFL Stockholm,4,1,3,0,8,6,2,6,Season 58795,STOCKHOLM,11,11,STOCKHOLM AMSTERDAM,2,16:47,1:2,3:3,1,  2,3,  3,6.0,2,0,1,1,1,7,1,VFL Amsterdam,1,2,1,6,6,0,5,AMSTERDAM,2,2,STOCKHOLM AMSTERDAM,11,16:47,1:2,3:3,1,  2,3,  3,6.0,2,0,1,1,1
5,-1,VFL Edinburgh,4,2,0,2,5,4,1,6,Season 58795,EDINBURGH,15,15,EDINBURGH ROME,5,16:47,1:1,3:1,1,  1,3,  1,4.0,0,1,1,1,1,11,1,VFL Rome,1,1,2,4,6,-2,4,ROME,5,5,EDINBURGH ROME,15,16:47,1:1,3:1,1,  1,3,  1,4.0,0,1,1,1,1
6,-1,VFL Madrid,4,2,0,2,4,5,-1,6,Season 58795,MADRID,1,1,MADRID BRUSSELS,9,16:47,2:1,2:1,2,  1,2,  1,3.0,1,1,1,1,0,11,1,VFL Brussels,1,1,2,4,6,-2,4,BRUSSELS,9,9,MADRID BRUSSELS,1,16:47,2:1,2:1,2,  1,2,  1,3.0,1,1,1,1,0
11,1,VFL Vienna,4,1,1,2,4,6,-2,4,Season 58795,VIENNA,13,13,VIENNA BERLIN,3,16:47,0:0,1:2,0,  0,1,  2,3.0,0,2,1,1,0,2,-1,VFL Berlin,3,0,1,8,5,3,9,BERLIN,3,3,VIENNA BERLIN,13,16:47,0:0,1:2,0,  0,1,  2,3.0,0,2,1,1,0
15,-1,VFL Copenhagen,4,1,1,2,2,5,-3,4,Season 58795,COPENHAGEN,12,12,COPENHAGEN PARIS,8,16:47,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0,10,1,VFL Paris,1,1,2,7,7,0,4,PARIS,8,8,COPENHAGEN PARIS,12,16:47,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0
16,1,VFL Athens,4,0,3,1,4,6,-2,3,Season 58795,ATHENS,10,10,ATHENS BERN,16,16:47,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,8,1,VFL Bern,1,2,1,3,3,0,5,BERN,16,16,ATHENS BERN,10,16:47,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
4,1,VFL Berlin,5,3,0,2,9,10,-1,9,Season 58795,BERLIN,3,3,BERLIN AMSTERDAM,2,16:51,0:3,1:5,0,  3,1,  5,6.0,2,2,1,1,1,5,-1,VFL Amsterdam,2,2,1,11,7,4,8,AMSTERDAM,2,2,BERLIN AMSTERDAM,3,16:51,0:3,1:5,0,  3,1,  5,6.0,2,2,1,1,1
7,-1,VFL Bern,5,2,2,1,4,3,1,8,Season 58795,BERN,16,16,BERN OSLO,6,16:51,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,1,0,VFL Oslo,3,1,1,10,5,5,10,OSLO,6,6,BERN OSLO,16,16:51,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
8,-1,VFL Rome,5,2,1,2,10,6,4,7,Season 58795,ROME,5,5,ROME ATHENS,10,16:51,3:0,6:0,3,  0,6,  0,6.0,1,1,1,1,1,16,0,VFL Athens,0,3,2,4,12,-8,3,ATHENS,10,10,ROME ATHENS,5,16:51,3:0,6:0,3,  0,6,  0,6.0,1,1,1,1,1
9,-1,VFL London,5,2,1,2,4,5,-1,7,Season 58795,LONDON,4,4,LONDON VIENNA,13,16:51,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,15,1,VFL Vienna,1,1,3,4,7,-3,4,VIENNA,13,13,LONDON VIENNA,4,16:51,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
11,1,VFL Edinburgh,5,2,0,3,5,5,0,6,Season 58795,EDINBURGH,15,15,EDINBURGH STOCKHOLM,11,16:51,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,2,-1,VFL Stockholm,2,3,0,9,6,3,9,STOCKHOLM,11,11,EDINBURGH STOCKHOLM,15,16:51,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
12,1,VFL Brussels,5,1,2,2,5,7,-2,5,Season 58795,BRUSSELS,9,9,BRUSSELS LISBON,7,16:51,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0,6,1,VFL Lisbon,2,2,1,6,3,3,8,LISBON,7,7,BRUSSELS LISBON,9,16:51,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0
13,1,VFL Ankara,5,1,2,2,2,4,-2,5,Season 58795,ANKARA,14,14,ANKARA COPENHAGEN,12,16:51,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,10,-1,VFL Copenhagen,2,1,2,3,5,-2,7,COPENHAGEN,12,12,ANKARA COPENHAGEN,14,16:51,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
14,1,VFL Paris,5,1,1,3,9,11,-2,4,Season 58795,PARIS,8,8,PARIS MADRID,1,16:51,2:0,2:4,2,  0,2,  4,6.0,1,2,1,1,1,3,-1,VFL Madrid,3,0,2,8,7,1,9,MADRID,1,1,PARIS MADRID,8,16:51,2:0,2:4,2,  0,2,  4,6.0,1,2,1,1,1
1,0,VFL Oslo,6,4,1,1,13,7,6,13,Season 58795,OSLO,6,6,OSLO ROME,5,16:56,0:0,3:2,0,  0,3,  2,5.0,0,1,1,1,1,10,1,VFL Rome,2,1,3,12,9,3,7,ROME,5,5,OSLO ROME,6,16:56,0:0,3:2,0,  0,3,  2,5.0,0,1,1,1,1
3,0,VFL Madrid,6,4,0,2,11,8,3,12,Season 58795,MADRID,1,1,MADRID ANKARA,14,16:56,2:0,3:1,2,  0,3,  1,4.0,1,1,1,1,1,14,1,VFL Ankara,1,2,3,3,7,-4,5,ANKARA,14,14,MADRID ANKARA,1,16:56,2:0,3:1,2,  0,3,  1,4.0,1,1,1,1,1
4,-1,VFL Amsterdam,6,3,2,1,13,8,5,11,Season 58795,AMSTERDAM,2,2,AMSTERDAM LONDON,4,16:56,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0,12,1,VFL London,2,1,3,5,7,-2,7,LONDON,4,4,AMSTERDAM LONDON,2,16:56,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0
5,-1,VFL Lisbon,6,2,3,1,7,4,3,9,Season 58795,LISBON,7,7,LISBON PARIS,8,16:56,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0,13,-1,VFL Paris,1,2,3,10,12,-2,5,PARIS,8,8,LISBON PARIS,7,16:56,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0
7,1,VFL Stockholm,6,2,3,1,9,11,-2,9,Season 58795,STOCKHOLM,11,11,STOCKHOLM BERLIN,3,16:56,0:3,0:5,0,  3,0,  5,5.0,2,2,1,1,1,2,-1,VFL Berlin,4,0,2,14,10,4,12,BERLIN,3,3,STOCKHOLM BERLIN,11,16:56,0:3,0:5,0,  3,0,  5,5.0,2,2,1,1,1
9,-1,VFL Copenhagen,6,2,2,2,4,6,-2,8,Season 58795,COPENHAGEN,12,12,COPENHAGEN BERN,16,16:56,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0,6,-1,VFL Bern,2,3,1,5,4,1,9,BERN,16,16,COPENHAGEN BERN,12,16:56,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0
15,0,VFL Vienna,6,1,1,4,4,8,-4,4,Season 58795,VIENNA,13,13,VIENNA BRUSSELS,9,16:56,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,8,-1,VFL Brussels,2,2,2,6,7,-1,8,BRUSSELS,9,9,VIENNA BRUSSELS,13,16:56,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
16,0,VFL Athens,6,0,4,2,5,13,-8,4,Season 58795,ATHENS,10,10,ATHENS EDINBURGH,15,16:56,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0,11,0,VFL Edinburgh,2,1,3,6,6,0,7,EDINBURGH,15,15,ATHENS EDINBURGH,10,16:56,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0
7,-1,VFL Edinburgh,7,3,1,3,9,8,1,10,Season 58795,EDINBURGH,15,15,EDINBURGH OSLO,6,17:01,0:1,3:2,0,  1,3,  2,5.0,2,1,1,1,1,3,1,VFL Oslo,4,1,2,15,10,5,13,OSLO,6,6,EDINBURGH OSLO,15,17:01,0:1,3:2,0,  1,3,  2,5.0,2,1,1,1,1
8,0,VFL Brussels,7,2,3,2,6,7,-1,9,Season 58795,BRUSSELS,9,9,BRUSSELS AMSTERDAM,2,17:01,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,4,0,VFL Amsterdam,3,3,1,13,8,5,12,AMSTERDAM,2,2,BRUSSELS AMSTERDAM,9,17:01,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
10,1,VFL Bern,7,2,3,2,5,9,-4,9,Season 58795,BERN,16,16,BERN MADRID,1,17:01,0:3,0:5,0,  3,0,  5,5.0,2,2,1,1,1,1,-1,VFL Madrid,5,0,2,16,8,8,15,MADRID,1,1,BERN MADRID,16,17:01,0:3,0:5,0,  3,0,  5,5.0,2,2,1,1,1
11,1,VFL Rome,7,2,2,3,12,9,3,8,Season 58795,ROME,5,5,ROME COPENHAGEN,12,17:01,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,9,0,VFL Copenhagen,2,3,2,4,6,-2,9,COPENHAGEN,12,12,ROME COPENHAGEN,5,17:01,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
12,0,VFL London,7,2,1,4,5,10,-5,7,Season 58795,LONDON,4,4,LONDON BERLIN,3,17:01,0:2,0:3,0,  2,0,  3,3.0,2,2,1,1,0,2,0,VFL Berlin,5,0,2,17,10,7,15,BERLIN,3,3,LONDON BERLIN,4,17:01,0:2,0:3,0,  2,0,  3,3.0,2,2,1,1,0
13,0,VFL Paris,7,1,3,3,12,14,-2,6,Season 58795,PARIS,8,8,PARIS VIENNA,13,17:01,0:1,2:2,0,  1,2,  2,4.0,2,0,1,1,1,14,-1,VFL Vienna,1,2,4,6,10,-4,5,VIENNA,13,13,PARIS VIENNA,8,17:01,0:1,2:2,0,  1,2,  2,4.0,2,0,1,1,1
15,1,VFL Ankara,7,1,2,4,3,9,-6,5,Season 58795,ANKARA,14,14,ANKARA LISBON,7,17:01,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0,5,0,VFL Lisbon,3,3,1,9,4,5,12,LISBON,7,7,ANKARA LISBON,14,17:01,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0
16,0,VFL Athens,7,0,4,3,6,15,-9,4,Season 58795,ATHENS,10,10,ATHENS STOCKHOLM,11,17:01,1:2,1:2,1,  2,1,  2,3.0,2,2,1,1,0,6,-1,VFL Stockholm,3,3,1,11,12,-1,12,STOCKHOLM,11,11,ATHENS STOCKHOLM,10,17:01,1:2,1:2,1,  2,1,  2,3.0,2,2,1,1,0
1,0,VFL Madrid,8,6,0,2,18,8,10,18,Season 58795,MADRID,1,1,MADRID ROME,5,17:05,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0,13,1,VFL Rome,2,2,4,12,11,1,8,ROME,5,5,MADRID ROME,1,17:05,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0
2,0,VFL Berlin,8,6,0,2,19,11,8,18,Season 58795,BERLIN,3,3,BERLIN BRUSSELS,9,17:05,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0,12,1,VFL Brussels,2,3,3,7,9,-2,9,BRUSSELS,9,9,BERLIN BRUSSELS,3,17:05,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0
3,0,VFL Oslo,8,5,1,2,17,10,7,16,Season 58795,OSLO,6,6,OSLO ATHENS,10,17:05,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,16,0,VFL Athens,0,4,4,6,17,-11,4,ATHENS,10,10,OSLO ATHENS,6,17:05,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
4,-1,VFL Lisbon,8,3,4,1,9,4,5,13,Season 58795,LISBON,7,7,LISBON BERN,16,17:05,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,10,0,VFL Bern,2,4,2,5,9,-4,10,BERN,16,16,LISBON BERN,7,17:05,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
5,1,VFL Amsterdam,8,3,3,2,14,11,3,12,Season 58795,AMSTERDAM,2,2,AMSTERDAM PARIS,8,17:05,0:1,1:3,0,  1,1,  3,4.0,2,2,1,1,1,11,-1,VFL Paris,2,3,3,15,15,0,9,PARIS,8,8,AMSTERDAM PARIS,2,17:05,0:1,1:3,0,  1,1,  3,4.0,2,2,1,1,1
6,0,VFL Stockholm,8,3,3,2,12,14,-2,12,Season 58795,STOCKHOLM,11,11,STOCKHOLM LONDON,4,17:05,1:0,1:2,1,  0,1,  2,3.0,1,2,1,1,0,9,-1,VFL London,3,1,4,7,11,-4,10,LONDON,4,4,STOCKHOLM LONDON,11,17:05,1:0,1:2,1,  0,1,  2,3.0,1,2,1,1,0
8,-1,VFL Copenhagen,8,2,4,2,5,7,-2,10,Season 58795,COPENHAGEN,12,12,COPENHAGEN EDINBURGH,15,17:05,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0,7,0,VFL Edinburgh,3,2,3,10,9,1,11,EDINBURGH,15,15,COPENHAGEN EDINBURGH,12,17:05,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0
14,0,VFL Vienna,8,1,3,4,7,11,-4,6,Season 58795,VIENNA,13,13,VIENNA ANKARA,14,17:05,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0,15,0,VFL Ankara,1,3,4,4,10,-6,6,ANKARA,14,14,VIENNA ANKARA,13,17:05,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0
3,0,VFL Oslo,9,5,1,3,18,12,6,16,Season 58795,OSLO,6,6,OSLO STOCKHOLM,11,17:10,0:1,1:2,0,  1,1,  2,3.0,2,2,1,1,0,4,-1,VFL Stockholm,4,3,2,14,15,-1,15,STOCKHOLM,11,11,OSLO STOCKHOLM,6,17:10,0:1,1:2,0,  1,1,  2,3.0,2,2,1,1,0
7,-1,VFL Bern,9,3,4,2,6,9,-3,13,Season 58795,BERN,16,16,BERN VIENNA,13,17:10,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,16,1,VFL Vienna,1,3,5,7,12,-5,6,VIENNA,13,13,BERN VIENNA,16,17:10,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
