Pos_x,Dir_x,Team_x,P,W_x,D_x,L_x,GF_x,GA_x,DIFF_x,Points_x,Season,TEAM_x,HOMECODE,AWAYCODE_x,TC_x,AWAYCODE_y,TIMEr_x,HTR_x,FTR_x,HT_home_goals_x,HT_away_goals_x,FT_home_goals_x,FT_away_goals_x,Sum_Goals_x,HT_Results_1_0_2_x,FT_Results_1_0_2_x,Under_Over_1.5_x,Under_Over_2.5_x,Under_Over_3.5_x,Pos_y,Dir_y,Team_y,W_y,D_y,L_y,GF_y,GA_y,DIFF_y,Points_y,TEAM_y,HOMECODE_x,AWAYCODE,TC_y,HOMECODE_y,TIMEr_y,HTR_y,FTR_y,HT_home_goals_y,HT_away_goals_y,FT_home_goals_y,FT_away_goals_y,Sum_Goals_y,HT_Results_1_0_2_y,FT_Results_1_0_2_y,Under_Over_1.5_y,Under_Over_2.5_y,Under_Over_3.5_y
6,0,VFL Berlin,10,4,2,4,14,11,3,14,Season 58804,BERLIN,3,3,BERLIN MADRID,1,14:23,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,1,0,VFL Madrid,8,0,2,25,7,18,24,MADRID,1,1,BERLIN MADRID,3,14:23,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
7,-1,VFL Lisbon,10,3,5,2,16,16,0,14,Season 58804,LISBON,7,7,LISBON EDINBURGH,15,14:23,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0,14,1,VFL Edinburgh,2,3,5,8,19,-11,9,EDINBURGH,15,15,LISBON EDINBURGH,7,14:23,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0
9,1,VFL Copenhagen,10,3,3,4,4,8,-4,12,Season 58804,COPENHAGEN,12,12,COPENHAGEN LONDON,4,14:23,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,2,-1,VFL London,6,3,1,22,7,15,21,LONDON,4,4,COPENHAGEN LONDON,12,14:23,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
10,1,VFL Vienna,10,3,3,4,9,16,-7,12,Season 58804,VIENNA,13,13,VIENNA PARIS,8,14:23,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,13,0,VFL Paris,2,3,5,9,19,-10,9,PARIS,8,8,VIENNA PARIS,13,14:23,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
11,-1,VFL Brussels,10,2,4,4,7,11,-4,10,Season 58804,BRUSSELS,9,9,BRUSSELS ROME,5,14:23,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,4,1,VFL Rome,6,2,2,23,13,10,20,ROME,5,5,BRUSSELS ROME,9,14:23,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
15,0,VFL Athens,10,1,3,6,7,16,-9,6,Season 58804,ATHENS,10,10,ATHENS STOCKHOLM,11,14:23,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,8,-1,VFL Stockholm,3,3,4,12,16,-4,12,STOCKHOLM,11,11,ATHENS STOCKHOLM,10,14:23,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
1,0,VFL Madrid,11,9,0,2,29,8,21,27,Season 58804,MADRID,1,1,MADRID ATHENS,10,14:28,2:0,4:1,2,  0,4,  1,5.0,1,1,1,1,1,15,0,VFL Athens,1,3,7,8,20,-12,6,ATHENS,10,10,MADRID ATHENS,1,14:28,2:0,4:1,2,  0,4,  1,5.0,1,1,1,1,1
3,-1,VFL Rome,11,7,2,2,25,14,11,23,Season 58804,ROME,5,5,ROME COPENHAGEN,12,14:28,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0,10,1,VFL Copenhagen,3,3,5,5,10,-5,12,COPENHAGEN,12,12,ROME COPENHAGEN,5,14:28,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0
5,1,VFL London,11,6,3,2,23,9,14,21,Season 58804,LONDON,4,4,LONDON OSLO,6,14:28,0:1,1:2,0,  1,1,  2,3.0,2,2,1,1,0,2,-1,VFL Oslo,7,2,2,19,6,13,23,OSLO,6,6,LONDON OSLO,4,14:28,0:1,1:2,0,  1,1,  2,3.0,2,2,1,1,0
8,-1,VFL Ankara,11,3,4,4,14,18,-4,13,Season 58804,ANKARA,14,14,ANKARA BERN,16,14:28,2:1,3:1,2,  1,3,  1,4.0,1,1,1,1,1,16,0,VFL Bern,1,3,7,7,19,-12,6,BERN,16,16,ANKARA BERN,14,14:28,2:1,3:1,2,  1,3,  1,4.0,1,1,1,1,1
9,1,VFL Stockholm,11,3,4,4,12,16,-4,13,Season 58804,STOCKHOLM,11,11,STOCKHOLM BRUSSELS,9,14:28,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,14,1,VFL Brussels,2,5,4,7,11,-4,11,BRUSSELS,9,9,STOCKHOLM BRUSSELS,11,14:28,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
11,-1,VFL Paris,11,3,3,5,12,20,-8,12,Season 58804,PARIS,8,8,PARIS LISBON,7,14:28,1:1,3:1,1,  1,3,  1,4.0,0,1,1,1,1,7,0,VFL Lisbon,3,5,3,17,19,-2,14,LISBON,7,7,PARIS LISBON,8,14:28,1:1,3:1,1,  1,3,  1,4.0,0,1,1,1,1
12,1,VFL Vienna,11,3,3,5,9,17,-8,12,Season 58804,VIENNA,13,13,VIENNA AMSTERDAM,2,14:28,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,4,-1,VFL Amsterdam,7,1,3,17,9,8,22,AMSTERDAM,2,2,VIENNA AMSTERDAM,13,14:28,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
13,-1,VFL Edinburgh,11,3,3,5,10,19,-9,12,Season 58804,EDINBURGH,15,15,EDINBURGH BERLIN,3,14:28,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,6,0,VFL Berlin,4,2,5,14,13,1,14,BERLIN,3,3,EDINBURGH BERLIN,15,14:28,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
2,-1,VFL Amsterdam,12,8,1,3,22,11,11,25,Season 58804,AMSTERDAM,2,2,AMSTERDAM ANKARA,14,14:32,2:2,5:2,2,  2,5,  2,7.0,0,1,1,1,1,11,1,VFL Ankara,3,4,5,16,23,-7,13,ANKARA,14,14,AMSTERDAM ANKARA,2,14:32,2:2,5:2,2,  2,5,  2,7.0,0,1,1,1,1
3,1,VFL Oslo,12,7,3,2,20,7,13,24,Season 58804,OSLO,6,6,OSLO ROME,5,14:32,1:1,1:1,1,  1,1,  1,2.0,0,0,1,0,0,4,1,VFL Rome,7,3,2,26,15,11,24,ROME,5,5,OSLO ROME,6,14:32,1:1,1:1,1,  1,1,  1,2.0,0,0,1,0,0
6,-1,VFL Lisbon,12,4,5,3,19,20,-1,17,Season 58804,LISBON,7,7,LISBON VIENNA,13,14:32,1:1,2:1,1,  1,2,  1,3.0,0,1,1,1,0,13,1,VFL Vienna,3,3,6,10,19,-9,12,VIENNA,13,13,LISBON VIENNA,7,14:32,1:1,2:1,1,  1,2,  1,3.0,0,1,1,1,0
7,1,VFL Berlin,12,4,3,5,14,13,1,15,Season 58804,BERLIN,3,3,BERLIN PARIS,8,14:32,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,12,1,VFL Paris,3,4,5,12,20,-8,13,PARIS,8,8,BERLIN PARIS,3,14:32,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
10,0,VFL Copenhagen,12,3,4,5,5,10,-5,13,Season 58804,COPENHAGEN,12,12,COPENHAGEN STOCKHOLM,11,14:32,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,9,0,VFL Stockholm,3,5,4,12,16,-4,14,STOCKHOLM,11,11,COPENHAGEN STOCKHOLM,12,14:32,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
14,0,VFL Brussels,12,2,5,5,7,12,-5,11,Season 58804,BRUSSELS,9,9,BRUSSELS MADRID,1,14:32,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,1,0,VFL Madrid,10,0,2,30,8,22,30,MADRID,1,1,BRUSSELS MADRID,9,14:32,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
15,-1,VFL Bern,12,2,3,7,9,20,-11,9,Season 58804,BERN,16,16,BERN LONDON,4,14:32,1:1,2:1,1,  1,2,  1,3.0,0,1,1,1,0,5,0,VFL London,6,3,3,24,11,13,21,LONDON,4,4,BERN LONDON,16,14:32,1:1,2:1,1,  1,2,  1,3.0,0,1,1,1,0
16,1,VFL Athens,12,1,3,8,8,21,-13,6,Season 58804,ATHENS,10,10,ATHENS EDINBURGH,15,14:32,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,8,-1,VFL Edinburgh,4,3,5,11,19,-8,15,EDINBURGH,15,15,ATHENS EDINBURGH,10,14:32,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
1,0,VFL Madrid,13,10,1,2,30,8,22,31,Season 58804,MADRID,1,1,MADRID COPENHAGEN,12,14:37,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,10,0,VFL Copenhagen,3,5,5,5,10,-5,14,COPENHAGEN,12,12,MADRID COPENHAGEN,1,14:37,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
4,0,VFL Rome,13,8,3,2,29,15,14,27,Season 58804,ROME,5,5,ROME BERN,16,14:37,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0,15,0,VFL Bern,2,3,8,9,23,-14,9,BERN,16,16,ROME BERN,5,14:37,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0
5,0,VFL London,13,7,3,3,27,13,14,24,Season 58804,LONDON,4,4,LONDON ANKARA,14,14:37,3:0,3:2,3,  0,3,  2,5.0,1,1,1,1,1,13,1,VFL Ankara,3,4,6,18,26,-8,13,ANKARA,14,14,LONDON ANKARA,4,14:37,3:0,3:2,3,  0,3,  2,5.0,1,1,1,1,1
7,1,VFL Lisbon,13,4,5,4,19,21,-2,17,Season 58804,LISBON,7,7,LISBON AMSTERDAM,2,14:37,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,2,0,VFL Amsterdam,9,1,3,23,11,12,28,AMSTERDAM,2,2,LISBON AMSTERDAM,7,14:37,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
8,0,VFL Edinburgh,13,4,3,6,12,23,-11,15,Season 58804,EDINBURGH,15,15,EDINBURGH BRUSSELS,9,14:37,0:2,1:4,0,  2,1,  4,5.0,2,2,1,1,1,9,-1,VFL Brussels,3,5,5,11,13,-2,14,BRUSSELS,9,9,EDINBURGH BRUSSELS,15,14:37,0:2,1:4,0,  2,1,  4,5.0,2,2,1,1,1
11,1,VFL Stockholm,13,3,5,5,13,19,-6,14,Season 58804,STOCKHOLM,11,11,STOCKHOLM OSLO,6,14:37,1:2,1:3,1,  2,1,  3,4.0,2,2,1,1,1,3,0,VFL Oslo,8,3,2,23,8,15,27,OSLO,6,6,STOCKHOLM OSLO,11,14:37,1:2,1:3,1,  2,1,  3,4.0,2,2,1,1,1
12,0,VFL Paris,13,3,5,5,12,20,-8,14,Season 58804,PARIS,8,8,PARIS ATHENS,10,14:37,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,16,0,VFL Athens,1,4,8,8,21,-13,7,ATHENS,10,10,PARIS ATHENS,8,14:37,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
14,1,VFL Vienna,13,3,3,7,10,21,-11,12,Season 58804,VIENNA,13,13,VIENNA BERLIN,3,14:37,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0,6,-1,VFL Berlin,5,3,5,16,13,3,18,BERLIN,3,3,VIENNA BERLIN,13,14:37,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0
2,-1,VFL Oslo,14,9,3,2,26,10,16,30,Season 58804,OSLO,6,6,OSLO MADRID,1,14:42,2:1,3:2,2,  1,3,  2,5.0,1,1,1,1,1,1,0,VFL Madrid,10,1,3,32,11,21,31,MADRID,1,1,OSLO MADRID,6,14:42,2:1,3:2,2,  1,3,  2,5.0,1,1,1,1,1
3,1,VFL Amsterdam,14,9,2,3,23,11,12,29,Season 58804,AMSTERDAM,2,2,AMSTERDAM LONDON,4,14:42,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,5,0,VFL London,7,4,3,27,13,14,25,LONDON,4,4,AMSTERDAM LONDON,2,14:42,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
6,0,VFL Berlin,14,6,3,5,18,14,4,21,Season 58804,BERLIN,3,3,BERLIN LISBON,7,14:42,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0,9,1,VFL Lisbon,4,5,5,20,23,-3,17,LISBON,7,7,BERLIN LISBON,3,14:42,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0
8,-1,VFL Brussels,14,4,5,5,14,14,0,17,Season 58804,BRUSSELS,9,9,BRUSSELS PARIS,8,14:42,1:1,3:1,1,  1,3,  1,4.0,0,1,1,1,1,13,1,VFL Paris,3,5,6,13,23,-10,14,PARIS,8,8,BRUSSELS PARIS,9,14:42,1:1,3:1,1,  1,3,  1,4.0,0,1,1,1,1
10,-1,VFL Ankara,14,4,4,6,20,27,-7,16,Season 58804,ANKARA,14,14,ANKARA ROME,5,14:42,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0,4,0,VFL Rome,8,3,3,30,17,13,27,ROME,5,5,ANKARA ROME,14,14:42,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0
12,1,VFL Copenhagen,14,3,5,6,5,11,-6,14,Season 58804,COPENHAGEN,12,12,COPENHAGEN EDINBURGH,15,14:42,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,7,-1,VFL Edinburgh,5,3,6,13,23,-10,18,EDINBURGH,15,15,COPENHAGEN EDINBURGH,12,14:42,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
15,-1,VFL Athens,14,2,4,8,11,22,-11,10,Season 58804,ATHENS,10,10,ATHENS VIENNA,13,14:42,1:0,3:1,1,  0,3,  1,4.0,1,1,1,1,1,14,0,VFL Vienna,3,3,8,11,24,-13,12,VIENNA,13,13,ATHENS VIENNA,10,14:42,1:0,3:1,1,  0,3,  1,4.0,1,1,1,1,1
16,1,VFL Bern,14,2,4,8,10,24,-14,10,Season 58804,BERN,16,16,BERN STOCKHOLM,11,14:42,1:1,1:1,1,  1,1,  1,2.0,0,0,1,0,0,11,0,VFL Stockholm,3,6,5,14,20,-6,15,STOCKHOLM,11,11,BERN STOCKHOLM,16,14:42,1:1,1:1,1,  1,1,  1,2.0,0,0,1,0,0
1,0,VFL Madrid,15,11,1,3,36,12,24,34,Season 58804,MADRID,1,1,MADRID BERN,16,14:46,3:0,4:1,3,  0,4,  1,5.0,1,1,1,1,1,16,0,VFL Bern,2,4,9,11,28,-17,10,BERN,16,16,MADRID BERN,1,14:46,3:0,4:1,3,  0,4,  1,5.0,1,1,1,1,1
3,-1,VFL Rome,15,9,3,3,32,17,15,30,Season 58804,ROME,5,5,ROME LONDON,4,14:46,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0,5,0,VFL London,7,4,4,27,15,12,25,LONDON,4,4,ROME LONDON,5,14:46,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0
6,0,VFL Berlin,15,6,4,5,20,16,4,22,Season 58804,BERLIN,3,3,BERLIN AMSTERDAM,2,14:46,1:1,2:2,1,  1,2,  2,4.0,0,0,1,1,1,4,1,VFL Amsterdam,9,3,3,25,13,12,30,AMSTERDAM,2,2,BERLIN AMSTERDAM,3,14:46,1:1,2:2,1,  1,2,  2,4.0,0,0,1,1,1
7,-1,VFL Lisbon,15,5,5,5,21,23,-2,20,Season 58804,LISBON,7,7,LISBON ATHENS,10,14:46,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,15,0,VFL Athens,2,4,9,11,23,-12,10,ATHENS,10,10,LISBON ATHENS,7,14:46,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
9,1,VFL Edinburgh,15,5,4,6,13,23,-10,19,Season 58804,EDINBURGH,15,15,EDINBURGH OSLO,6,14:46,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,2,0,VFL Oslo,9,4,2,26,10,16,31,OSLO,6,6,EDINBURGH OSLO,15,14:46,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
12,1,VFL Stockholm,15,3,6,6,14,22,-8,15,Season 58804,STOCKHOLM,11,11,STOCKHOLM ANKARA,14,14:46,0:2,0:2,0,  2,0,  2,2.0,2,2,1,0,0,8,-1,VFL Ankara,5,4,6,22,27,-5,19,ANKARA,14,14,STOCKHOLM ANKARA,11,14:46,0:2,0:2,0,  2,0,  2,2.0,2,2,1,0,0
13,0,VFL Paris,15,3,5,7,13,24,-11,14,Season 58804,PARIS,8,8,PARIS COPENHAGEN,12,14:46,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,11,-1,VFL Copenhagen,4,5,6,6,11,-5,17,COPENHAGEN,12,12,PARIS COPENHAGEN,8,14:46,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
14,0,VFL Vienna,15,3,4,8,12,25,-13,13,Season 58804,VIENNA,13,13,VIENNA BRUSSELS,9,14:46,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0,10,1,VFL Brussels,4,6,5,15,15,0,18,BRUSSELS,9,9,VIENNA BRUSSELS,13,14:46,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0
1,0,VFL Madrid,16,12,1,3,40,13,27,37,Season 58804,MADRID,1,1,MADRID ANKARA,14,14:51,3:1,4:1,3,  1,4,  1,5.0,1,1,1,1,1,9,1,VFL Ankara,5,4,7,23,31,-8,19,ANKARA,14,14,MADRID ANKARA,1,14:51,3:1,4:1,3,  1,4,  1,5.0,1,1,1,1,1
4,0,VFL Amsterdam,16,9,3,4,26,15,11,30,Season 58804,AMSTERDAM,2,2,AMSTERDAM ROME,5,14:51,0:1,1:2,0,  1,1,  2,3.0,2,2,1,1,0,2,-1,VFL Rome,10,3,3,34,18,16,33,ROME,5,5,AMSTERDAM ROME,2,14:51,0:1,1:2,0,  1,1,  2,3.0,2,2,1,1,0
6,0,VFL Berlin,16,7,4,5,22,16,6,25,Season 58804,BERLIN,3,3,BERLIN ATHENS,10,14:51,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,15,0,VFL Athens,2,4,10,11,25,-14,10,ATHENS,10,10,BERLIN ATHENS,3,14:51,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
7,0,VFL Lisbon,16,6,5,5,23,23,0,23,Season 58804,LISBON,7,7,LISBON BRUSSELS,9,14:51,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,10,0,VFL Brussels,4,6,6,15,17,-2,18,BRUSSELS,9,9,LISBON BRUSSELS,7,14:51,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
8,-1,VFL Edinburgh,16,6,4,6,14,23,-9,22,Season 58804,EDINBURGH,15,15,EDINBURGH BERN,16,14:51,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,16,0,VFL Bern,2,4,10,11,29,-18,10,BERN,16,16,EDINBURGH BERN,15,14:51,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
12,-1,VFL Vienna,16,4,4,8,13,25,-12,16,Season 58804,VIENNA,13,13,VIENNA COPENHAGEN,12,14:51,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,11,0,VFL Copenhagen,4,5,7,6,12,-6,17,COPENHAGEN,12,12,VIENNA COPENHAGEN,13,14:51,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
13,1,VFL Stockholm,16,3,6,7,14,23,-9,15,Season 58804,STOCKHOLM,11,11,STOCKHOLM LONDON,4,14:51,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,5,0,VFL London,8,4,4,28,15,13,28,LONDON,4,4,STOCKHOLM LONDON,11,14:51,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
14,1,VFL Paris,16,3,6,7,14,25,-11,15,Season 58804,PARIS,8,8,PARIS OSLO,6,14:51,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,3,1,VFL Oslo,9,5,2,27,11,16,32,OSLO,6,6,PARIS OSLO,8,14:51,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
2,0,VFL Rome,17,11,3,3,36,19,17,36,Season 58804,ROME,5,5,ROME STOCKHOLM,11,14:55,1:1,2:1,1,  1,2,  1,3.0,0,1,1,1,0,14,1,VFL Stockholm,3,6,8,15,25,-10,15,STOCKHOLM,11,11,ROME STOCKHOLM,5,14:55,1:1,2:1,1,  1,2,  1,3.0,0,1,1,1,0
3,0,VFL Oslo,17,10,5,2,28,11,17,35,Season 58804,OSLO,6,6,OSLO VIENNA,13,14:55,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,13,1,VFL Vienna,4,4,9,13,26,-13,16,VIENNA,13,13,OSLO VIENNA,6,14:55,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
5,0,VFL London,17,9,4,4,33,16,17,31,Season 58804,LONDON,4,4,LONDON MADRID,1,14:55,3:0,5:1,3,  0,5,  1,6.0,1,1,1,1,1,1,0,VFL Madrid,12,1,4,41,18,23,37,MADRID,1,1,LONDON MADRID,4,14:55,3:0,5:1,3,  0,5,  1,6.0,1,1,1,1,1
8,-1,VFL Ankara,17,6,4,7,25,31,-6,22,Season 58804,ANKARA,14,14,ANKARA EDINBURGH,15,14:55,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0,9,1,VFL Edinburgh,6,4,7,14,25,-11,22,EDINBURGH,15,15,ANKARA EDINBURGH,14,14:55,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0
10,0,VFL Brussels,17,4,7,6,15,17,-2,19,Season 58804,BRUSSELS,9,9,BRUSSELS BERLIN,3,14:55,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,6,0,VFL Berlin,7,5,5,22,16,6,26,BERLIN,3,3,BRUSSELS BERLIN,9,14:55,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
11,0,VFL Copenhagen,17,4,6,7,6,12,-6,18,Season 58804,COPENHAGEN,12,12,COPENHAGEN LISBON,7,14:55,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,7,0,VFL Lisbon,6,6,5,23,23,0,24,LISBON,7,7,COPENHAGEN LISBON,12,14:55,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
15,0,VFL Athens,17,2,4,11,11,28,-17,10,Season 58804,ATHENS,10,10,ATHENS AMSTERDAM,2,14:55,0:1,0:3,0,  1,0,  3,3.0,2,2,1,1,0,4,0,VFL Amsterdam,10,3,4,29,15,14,33,AMSTERDAM,2,2,ATHENS AMSTERDAM,10,14:55,0:1,0:3,0,  1,0,  3,3.0,2,2,1,1,0
16,0,VFL Bern,17,2,4,11,11,30,-19,10,Season 58804,BERN,16,16,BERN PARIS,8,14:55,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,12,-1,VFL Paris,4,6,7,15,25,-10,18,PARIS,8,8,BERN PARIS,16,14:55,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
1,0,VFL Madrid,18,13,1,4,44,19,25,40,Season 58804,MADRID,1,1,MADRID ROME,5,15:00,2:0,3:1,2,  0,3,  1,4.0,1,1,1,1,1,2,0,VFL Rome,11,3,4,37,22,15,36,ROME,5,5,MADRID ROME,1,15:00,2:0,3:1,2,  0,3,  1,4.0,1,1,1,1,1
3,-1,VFL Amsterdam,18,11,3,4,31,16,15,36,Season 58804,AMSTERDAM,2,2,AMSTERDAM STOCKHOLM,11,15:00,2:1,2:1,2,  1,2,  1,3.0,1,1,1,1,0,14,0,VFL Stockholm,3,6,9,16,27,-11,15,STOCKHOLM,11,11,AMSTERDAM STOCKHOLM,2,15:00,2:1,2:1,2,  1,2,  1,3.0,1,1,1,1,0
6,0,VFL Berlin,18,8,5,5,25,16,9,29,Season 58804,BERLIN,3,3,BERLIN COPENHAGEN,12,15:00,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0,12,1,VFL Copenhagen,4,6,8,6,15,-9,18,COPENHAGEN,12,12,BERLIN COPENHAGEN,3,15:00,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0
7,0,VFL Lisbon,18,7,6,5,25,23,2,27,Season 58804,LISBON,7,7,LISBON OSLO,6,15:00,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0,4,1,VFL Oslo,10,5,3,28,13,15,35,OSLO,6,6,LISBON OSLO,7,15:00,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0
9,0,VFL Edinburgh,18,6,4,8,14,30,-16,22,Season 58804,EDINBURGH,15,15,EDINBURGH LONDON,4,15:00,0:3,0:5,0,  3,0,  5,5.0,2,2,1,1,1,5,0,VFL London,10,4,4,38,16,22,34,LONDON,4,4,EDINBURGH LONDON,15,15:00,0:3,0:5,0,  3,0,  5,5.0,2,2,1,1,1
11,-1,VFL Paris,18,4,7,7,17,27,-10,19,Season 58804,PARIS,8,8,PARIS ANKARA,14,15:00,1:2,2:2,1,  2,2,  2,4.0,2,0,1,1,1,8,0,VFL Ankara,6,5,7,27,33,-6,23,ANKARA,14,14,PARIS ANKARA,8,15:00,1:2,2:2,1,  2,2,  2,4.0,2,0,1,1,1
13,0,VFL Vienna,18,4,5,9,13,26,-13,17,Season 58804,VIENNA,13,13,VIENNA BERN,16,15:00,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,16,0,VFL Bern,2,5,11,11,30,-19,11,BERN,16,16,VIENNA BERN,13,15:00,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
15,0,VFL Athens,18,3,4,11,12,28,-16,13,Season 58804,ATHENS,10,10,ATHENS BRUSSELS,9,15:00,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,10,0,VFL Brussels,4,7,7,15,18,-3,19,BRUSSELS,9,9,ATHENS BRUSSELS,10,15:00,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
2,0,VFL Rome,19,12,3,4,40,24,16,39,Season 58804,ROME,5,5,ROME EDINBURGH,15,15:05,1:2,3:2,1,  2,3,  2,5.0,2,1,1,1,1,10,1,VFL Edinburgh,6,4,9,16,33,-17,22,EDINBURGH,15,15,ROME EDINBURGH,5,15:05,1:2,3:2,1,  2,3,  2,5.0,2,1,1,1,1
3,-1,VFL Oslo,19,11,5,3,31,15,16,38,Season 58804,OSLO,6,6,OSLO BERLIN,3,15:05,2:2,3:2,2,  2,3,  2,5.0,0,1,1,1,1,6,0,VFL Berlin,8,5,6,27,19,8,29,BERLIN,3,3,OSLO BERLIN,6,15:05,2:2,3:2,2,  2,3,  2,5.0,0,1,1,1,1
5,0,VFL London,19,10,5,4,39,17,22,35,Season 58804,LONDON,4,4,LONDON PARIS,8,15:05,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0,11,0,VFL Paris,4,8,7,18,28,-10,20,PARIS,8,8,LONDON PARIS,4,15:05,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0
8,0,VFL Ankara,19,6,5,8,27,34,-7,23,Season 58804,ANKARA,14,14,ANKARA VIENNA,13,15:05,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,12,-1,VFL Vienna,5,5,9,14,26,-12,20,VIENNA,13,13,ANKARA VIENNA,14,15:05,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
